,AST,BLK,BLKA,CFID,CFPARAMS,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,L,MIN,OREB,PF,PFD,PLUS_MINUS,PTS,REB,STL,TEAM_ID,TEAM_NAME,TOV,W,W_PCT,YEAR
4,21.0,4.2,6.0,10.0,Cleveland Cavaliers,29.9,18.2,6.2,0.342,81.1,35.2,0.434,25.3,18.9,0.745,82.0,63.0,48.2,10.4,20.1,21.3,-9.0,95.5,40.3,6.6,1610612739.0,Cleveland Cavaliers,14.2,19.0,0.232,2011.0
4,19.8,4.0,6.2,10.0,Cleveland Cavaliers,29.5,19.3,6.7,0.346,81.2,34.3,0.422,24.9,17.8,0.716,66.0,45.0,48.4,12.7,20.0,20.9,-7.2,93.0,42.3,7.1,1610612739.0,Cleveland Cavaliers,15.4,21.0,0.318,2012.0
5,20.7,4.1,6.8,10.0,Cleveland Cavaliers,28.8,19.3,6.7,0.346,84.2,36.5,0.434,22.3,16.8,0.756,82.0,58.0,48.1,12.2,21.2,19.7,-4.7,96.5,41.0,7.9,1610612739.0,Cleveland Cavaliers,14.0,24.0,0.293,2013.0
5,21.2,3.7,5.6,10.0,Cleveland Cavaliers,32.1,20.0,7.1,0.356,84.8,37.0,0.437,22.7,17.0,0.751,82.0,49.0,48.6,12.1,20.0,19.5,-3.3,98.2,44.1,7.1,1610612739.0,Cleveland Cavaliers,14.2,33.0,0.402,2014.0
5,22.1,4.1,4.5,10.0,Cleveland Cavaliers,31.9,27.5,10.1,0.367,82.2,37.7,0.458,23.6,17.7,0.751,82.0,29.0,48.2,11.1,18.4,20.5,4.5,103.1,43.0,7.4,1610612739.0,Cleveland Cavaliers,14.3,53.0,0.646,2015.0
5,22.7,3.9,4.4,10.0,Cleveland Cavaliers,33.9,29.6,10.7,0.362,84.0,38.7,0.46,21.7,16.3,0.748,82.0,25.0,48.4,10.6,20.3,20.6,6.0,104.3,44.5,6.7,1610612739.0,Cleveland Cavaliers,13.6,57.0,0.695,2016.0
5,20.3,4.3,5.3,10.0,Dallas Mavericks,27.6,16.0,5.2,0.326,78.7,34.3,0.436,23.4,16.8,0.717,82.0,58.0,49.9,12.7,20.5,0.2,-6.4,90.6,40.3,8.0,1610612742.0,Dallas Mavericks,16.1,24.0,0.293,1997.0
5,18.7,5.7,4.6,10.0,Dallas Mavericks,27.8,14.4,5.1,0.357,82.4,35.1,0.427,21.2,16.0,0.753,82.0,62.0,48.6,12.3,20.0,0.2,-6.1,91.4,40.1,7.9,1610612742.0,Dallas Mavericks,14.4,20.0,0.244,1998.0
5,18.4,5.8,4.9,10.0,Dallas Mavericks,29.6,11.9,4.0,0.339,80.6,35.0,0.434,24.2,17.6,0.728,50.0,31.0,48.3,12.9,21.3,0.1,-2.4,91.6,42.5,7.0,1610612742.0,Dallas Mavericks,13.8,19.0,0.38,1999.0
5,22.1,5.1,5.1,10.0,Dallas Mavericks,29.8,16.2,6.3,0.391,85.9,39.0,0.453,21.4,17.2,0.804,82.0,42.0,48.1,11.4,21.6,3.8,-0.6,101.4,41.2,7.2,1610612742.0,Dallas Mavericks,13.7,40.0,0.488,2000.0
5,21.2,6.0,4.6,10.0,Dallas Mavericks,31.4,16.5,6.3,0.381,81.9,37.6,0.459,23.8,18.9,0.794,82.0,29.0,48.3,10.1,23.3,0.0,4.3,100.5,41.5,7.5,1610612742.0,Dallas Mavericks,13.9,53.0,0.646,2001.0
5,22.1,4.8,4.6,10.0,Dallas Mavericks,31.3,20.1,7.6,0.378,84.5,39.0,0.462,24.3,19.6,0.806,82.0,25.0,48.5,11.2,22.5,0.1,4.3,105.2,42.5,7.1,1610612742.0,Dallas Mavericks,12.1,57.0,0.695,2002.0
4,22.4,5.5,3.9,10.0,Dallas Mavericks,31.0,20.3,7.8,0.381,85.1,38.5,0.453,21.9,18.1,0.829,82.0,22.0,48.2,11.1,21.1,0.1,7.8,103.0,42.1,8.1,1610612742.0,Dallas Mavericks,11.6,60.0,0.732,2003.0
4,23.9,5.3,4.7,10.0,Dallas Mavericks,31.0,17.8,6.2,0.348,88.2,40.5,0.459,22.6,18.0,0.796,82.0,30.0,48.3,14.3,19.6,0.0,4.4,105.2,45.3,8.0,1610612742.0,Dallas Mavericks,12.2,52.0,0.634,2004.0
5,19.6,5.6,4.9,10.0,Dallas Mavericks,30.9,15.5,5.6,0.364,81.6,37.3,0.457,28.2,22.3,0.789,82.0,24.0,48.1,12.1,22.3,0.0,5.7,102.5,42.9,8.6,1610612742.0,Dallas Mavericks,13.4,58.0,0.707,2005.0
5,18.0,6.0,4.9,10.0,Dallas Mavericks,29.6,13.6,5.1,0.374,77.7,36.0,0.462,28.3,22.2,0.783,82.0,22.0,48.5,12.6,22.4,23.6,6.1,99.1,42.2,7.2,1610612742.0,Dallas Mavericks,13.6,60.0,0.732,2006.0
5,19.9,5.0,3.8,10.0,Dallas Mavericks,30.7,17.1,6.5,0.381,78.6,36.7,0.467,24.9,20.1,0.805,82.0,15.0,48.2,11.2,22.4,22.1,7.2,100.0,41.9,6.8,1610612742.0,Dallas Mavericks,13.9,67.0,0.817,2007.0
5,21.0,4.9,4.4,10.0,Dallas Mavericks,32.2,17.1,6.0,0.352,79.5,36.9,0.464,25.3,20.6,0.814,82.0,31.0,48.1,10.8,21.8,21.2,4.5,100.4,43.0,6.0,1610612742.0,Dallas Mavericks,12.6,51.0,0.622,2008.0
5,21.7,5.2,4.1,10.0,Dallas Mavericks,31.6,19.9,7.0,0.35,82.6,38.1,0.462,22.6,18.5,0.819,82.0,32.0,48.3,11.1,19.5,20.1,2.0,101.7,42.7,7.2,1610612742.0,Dallas Mavericks,12.7,50.0,0.61,2009.0
5,23.4,5.5,4.1,10.0,Dallas Mavericks,31.5,18.3,6.8,0.372,82.4,38.3,0.464,22.8,18.6,0.816,82.0,27.0,48.5,10.2,19.1,20.1,2.7,102.0,41.7,7.6,1610612742.0,Dallas Mavericks,12.9,55.0,0.671,2010.0
5,23.8,4.3,3.7,10.0,Dallas Mavericks,31.9,21.6,7.9,0.365,78.8,37.4,0.475,22.6,17.5,0.777,82.0,25.0,48.1,9.5,19.2,20.1,4.2,100.2,41.4,6.8,1610612742.0,Dallas Mavericks,14.0,57.0,0.695,2011.0
5,20.9,5.1,4.0,10.0,Dallas Mavericks,32.7,22.2,7.5,0.339,82.0,36.3,0.443,20.2,15.6,0.771,66.0,30.0,48.7,10.1,18.6,18.4,1.0,95.8,42.8,8.6,1610612742.0,Dallas Mavericks,14.0,36.0,0.545,2012.0
6,23.2,5.5,4.1,10.0,Dallas Mavericks,32.6,19.9,7.4,0.372,84.0,38.8,0.462,20.4,16.1,0.793,82.0,41.0,48.7,9.4,20.7,18.9,-0.6,101.1,41.9,7.9,1610612742.0,Dallas Mavericks,14.0,41.0,0.5,2013.0
6,23.6,4.3,3.5,10.0,Dallas Mavericks,30.7,22.9,8.8,0.384,83.6,39.6,0.474,21.1,16.8,0.795,82.0,33.0,48.4,10.2,20.0,19.9,2.4,104.8,40.9,8.6,1610612742.0,Dallas Mavericks,13.5,49.0,0.598,2014.0
6,22.5,4.5,3.8,10.0,Dallas Mavericks,31.8,25.4,8.9,0.352,85.8,39.7,0.463,22.5,16.9,0.752,82.0,32.0,48.5,10.5,20.0,22.1,2.9,105.2,42.3,8.1,1610612742.0,Dallas Mavericks,13.0,50.0,0.61,2015.0
6,22.1,3.7,4.4,10.0,Dallas Mavericks,33.9,28.6,9.8,0.344,84.1,37.4,0.444,22.3,17.7,0.794,82.0,40.0,48.8,9.2,19.5,21.4,-0.3,102.3,43.1,6.8,1610612742.0,Dallas Mavericks,12.8,42.0,0.512,2016.0
6,23.0,5.9,5.5,10.0,Denver Nuggets,29.9,20.9,7.8,0.372,81.5,35.8,0.439,24.3,18.5,0.761,82.0,61.0,50.2,12.1,20.4,0.2,-6.3,97.8,42.0,6.1,1610612743.0,Denver Nuggets,16.6,21.0,0.256,1997.0
6,18.9,4.8,6.5,10.0,Denver Nuggets,26.3,10.9,3.5,0.323,78.2,32.6,0.418,26.2,20.2,0.772,82.0,71.0,48.1,12.7,23.6,0.2,-11.8,89.0,39.0,8.1,1610612743.0,Denver Nuggets,16.0,11.0,0.134,1998.0
6,19.4,5.5,5.5,10.0,Denver Nuggets,27.8,18.4,6.0,0.328,79.8,33.6,0.421,26.5,20.2,0.762,50.0,36.0,48.1,12.9,22.9,0.1,-6.6,93.5,40.8,7.5,1610612743.0,Denver Nuggets,14.8,14.0,0.28,1999.0
6,23.3,7.5,5.6,10.0,Denver Nuggets,31.6,17.0,5.7,0.336,84.3,37.3,0.442,25.8,18.7,0.724,82.0,47.0,48.4,13.1,23.9,2.5,-2.1,99.0,44.7,6.8,1610612743.0,Denver Nuggets,15.6,35.0,0.427,2000.0
6,24.0,6.6,6.1,10.0,Denver Nuggets,31.5,17.6,6.2,0.355,83.9,36.3,0.433,23.9,17.6,0.737,82.0,42.0,48.2,12.7,22.2,0.0,-2.5,96.5,44.2,6.7,1610612743.0,Denver Nuggets,13.9,40.0,0.488,2001.0
6,22.2,5.6,6.8,10.0,Denver Nuggets,28.2,15.7,5.2,0.329,83.8,35.5,0.424,21.4,15.9,0.744,82.0,55.0,48.3,13.6,22.8,0.1,-5.8,92.2,41.8,7.5,1610612743.0,Denver Nuggets,14.7,27.0,0.329,2002.0
5,21.2,5.1,6.6,10.0,Denver Nuggets,28.8,10.0,2.8,0.278,79.8,32.8,0.411,22.6,15.8,0.699,82.0,65.0,48.1,13.6,25.1,0.1,-8.3,84.2,42.4,8.7,1610612743.0,Denver Nuggets,18.5,17.0,0.207,2003.0
5,21.9,6.3,5.8,10.0,Denver Nuggets,29.1,12.0,4.0,0.336,82.5,36.5,0.443,26.3,20.2,0.767,82.0,39.0,48.1,13.2,22.0,0.1,1.1,97.2,42.3,9.1,1610612743.0,Denver Nuggets,15.6,43.0,0.524,2004.0
6,23.9,6.0,5.6,10.0,Denver Nuggets,30.2,11.5,3.9,0.34,80.7,37.0,0.459,28.2,21.5,0.763,82.0,33.0,48.2,11.8,22.9,0.0,2.0,99.5,42.0,9.1,1610612743.0,Denver Nuggets,14.9,49.0,0.598,2005.0
6,23.4,5.6,5.3,10.0,Denver Nuggets,30.3,13.1,4.3,0.325,81.4,37.5,0.461,28.2,21.0,0.744,82.0,38.0,48.6,11.0,22.7,23.3,0.2,100.3,41.3,8.5,1610612743.0,Denver Nuggets,14.8,44.0,0.537,2006.0
6,23.4,5.3,5.2,10.0,Denver Nuggets,31.2,17.6,5.9,0.336,83.0,38.6,0.465,29.9,22.3,0.746,82.0,37.0,48.2,12.2,21.4,23.7,1.6,105.4,43.4,8.3,1610612743.0,Denver Nuggets,16.5,45.0,0.549,2007.0
6,24.7,6.7,4.8,10.0,Denver Nuggets,32.9,19.6,6.9,0.355,85.8,40.3,0.47,30.7,23.1,0.751,82.0,32.0,48.4,11.2,21.1,23.8,3.7,110.7,44.1,9.2,1610612743.0,Denver Nuggets,14.7,50.0,0.61,2008.0
6,22.2,6.0,5.5,10.0,Denver Nuggets,30.6,18.0,6.7,0.371,79.4,37.3,0.47,30.3,23.1,0.76,82.0,28.0,48.1,11.0,22.9,23.7,3.4,104.3,41.6,8.7,1610612743.0,Denver Nuggets,15.3,54.0,0.659,2009.0
6,21.0,5.1,5.3,10.0,Denver Nuggets,30.5,18.5,6.6,0.359,81.4,38.1,0.468,30.6,23.6,0.772,82.0,29.0,48.2,10.8,22.5,23.7,4.1,106.5,41.4,8.3,1610612743.0,Denver Nuggets,13.9,53.0,0.646,2010.0
6,22.1,4.3,6.0,10.0,Denver Nuggets,32.3,20.8,8.1,0.388,80.6,38.4,0.476,29.6,22.7,0.765,82.0,32.0,48.1,9.6,21.0,22.7,4.8,107.5,42.0,7.4,1610612743.0,Denver Nuggets,14.1,50.0,0.61,2011.0
6,24.0,5.0,6.7,10.0,Denver Nuggets,31.9,19.9,6.6,0.332,81.9,39.0,0.476,26.7,19.6,0.735,66.0,28.0,48.6,11.2,19.7,22.0,2.9,104.1,43.1,8.2,1610612743.0,Denver Nuggets,15.4,38.0,0.576,2012.0
7,24.4,6.5,6.8,10.0,Denver Nuggets,31.7,18.5,6.4,0.343,85.2,40.7,0.478,26.2,18.4,0.701,82.0,25.0,48.5,13.3,20.5,21.6,5.1,106.1,45.0,9.3,1610612743.0,Denver Nuggets,15.3,57.0,0.695,2013.0
7,22.4,5.6,5.6,10.0,Denver Nuggets,33.1,23.9,8.6,0.358,85.9,38.4,0.447,26.3,19.1,0.726,82.0,46.0,48.2,12.3,23.0,21.7,-2.1,104.4,45.4,7.5,1610612743.0,Denver Nuggets,15.9,36.0,0.439,2014.0
7,21.8,4.5,6.1,10.0,Denver Nuggets,32.4,24.8,8.0,0.325,87.3,37.8,0.433,24.3,17.8,0.734,82.0,52.0,48.5,12.3,23.0,20.7,-3.5,101.5,44.7,7.8,1610612743.0,Denver Nuggets,14.2,30.0,0.366,2015.0
7,22.7,4.8,6.3,10.0,Denver Nuggets,33.1,23.7,8.0,0.338,85.4,37.7,0.442,24.1,18.5,0.766,82.0,49.0,48.4,11.5,21.0,20.9,-3.1,101.9,44.6,7.4,1610612743.0,Denver Nuggets,14.7,33.0,0.402,2016.0
7,19.0,3.5,3.4,10.0,Detroit Pistons,27.9,18.3,7.1,0.388,74.3,34.5,0.464,24.3,18.1,0.745,82.0,28.0,49.9,10.5,18.6,0.2,5.2,94.2,38.4,7.7,1610612765.0,Detroit Pistons,12.7,54.0,0.659,1997.0
7,19.5,4.2,4.7,10.0,Detroit Pistons,28.5,11.4,3.6,0.312,77.7,34.9,0.449,27.9,20.8,0.745,82.0,45.0,48.7,12.7,21.9,0.2,1.6,94.2,41.2,8.3,1610612765.0,Detroit Pistons,14.6,37.0,0.451,1998.0
7,20.2,4.2,4.5,10.0,Detroit Pistons,28.2,13.6,5.0,0.365,74.3,33.2,0.447,25.7,19.0,0.74,50.0,21.0,48.2,12.1,22.8,0.1,3.4,90.4,40.3,8.9,1610612765.0,Detroit Pistons,15.8,29.0,0.58,1999.0
7,20.8,3.3,4.8,10.0,Detroit Pistons,30.0,14.9,5.4,0.359,80.9,37.1,0.459,30.6,23.9,0.781,82.0,40.0,48.4,11.2,24.5,3.5,1.4,103.5,41.2,8.1,1610612765.0,Detroit Pistons,15.7,42.0,0.512,2000.0
7,19.9,5.5,4.8,10.0,Detroit Pistons,32.0,13.6,4.7,0.35,83.9,35.6,0.424,27.2,19.6,0.721,82.0,50.0,48.4,13.5,23.8,0.0,-1.7,95.6,45.5,7.5,1610612765.0,Detroit Pistons,15.9,32.0,0.39,2001.0
7,21.5,6.9,4.1,10.0,Detroit Pistons,28.9,18.4,6.9,0.376,76.8,34.7,0.452,23.8,18.0,0.756,82.0,32.0,48.0,9.9,20.7,0.1,2.1,94.3,38.7,7.9,1610612765.0,Detroit Pistons,14.5,50.0,0.61,2002.0
6,19.8,5.7,4.3,10.0,Detroit Pistons,29.8,18.1,6.5,0.358,76.5,32.9,0.43,24.6,19.0,0.771,82.0,32.0,48.5,10.8,21.3,0.2,3.7,91.4,40.6,6.8,1610612765.0,Detroit Pistons,13.5,50.0,0.61,2003.0
6,20.8,7.0,5.0,10.0,Detroit Pistons,30.4,11.8,4.1,0.344,77.0,33.5,0.435,25.3,19.0,0.753,82.0,28.0,48.2,12.4,20.3,0.0,5.8,90.1,42.8,8.0,1610612765.0,Detroit Pistons,15.1,54.0,0.659,2004.0
7,21.8,6.1,4.5,10.0,Detroit Pistons,30.6,12.8,4.4,0.345,78.3,34.8,0.444,26.2,19.4,0.739,82.0,28.0,48.7,12.9,20.0,0.0,3.9,93.3,43.4,7.0,1610612765.0,Detroit Pistons,13.8,54.0,0.659,2005.0
7,24.0,6.0,3.5,10.0,Detroit Pistons,28.6,17.7,6.8,0.384,80.0,36.4,0.455,23.8,17.3,0.727,82.0,18.0,48.4,11.9,18.5,20.9,6.7,96.8,40.5,7.1,1610612765.0,Detroit Pistons,11.4,64.0,0.78,2006.0
7,21.6,5.8,3.5,10.0,Detroit Pistons,29.0,15.9,5.5,0.344,79.1,35.9,0.454,24.2,18.8,0.774,82.0,29.0,48.5,11.6,20.4,20.3,4.2,96.0,40.5,7.1,1610612765.0,Detroit Pistons,12.2,53.0,0.646,2007.0
7,22.3,5.8,3.9,10.0,Detroit Pistons,29.5,16.2,5.9,0.366,79.9,36.6,0.458,24.0,18.4,0.767,82.0,23.0,48.1,11.9,20.6,19.7,7.4,97.5,41.4,7.1,1610612765.0,Detroit Pistons,11.7,59.0,0.72,2008.0
7,20.6,4.6,4.2,10.0,Detroit Pistons,29.9,13.2,4.6,0.349,80.0,36.4,0.454,22.5,16.9,0.751,82.0,43.0,48.5,11.6,20.9,19.7,-0.5,94.2,41.4,6.0,1610612765.0,Detroit Pistons,11.9,39.0,0.476,2009.0
7,19.4,3.8,4.9,10.0,Detroit Pistons,27.3,14.5,4.6,0.314,80.5,35.9,0.445,24.4,17.7,0.728,82.0,55.0,48.2,12.8,22.2,20.8,-5.1,94.0,40.2,7.3,1610612765.0,Detroit Pistons,13.4,27.0,0.329,2010.0
7,21.1,4.0,4.6,10.0,Detroit Pistons,27.3,15.3,5.8,0.376,81.1,37.3,0.46,22.6,16.7,0.737,82.0,52.0,48.5,11.4,19.9,18.8,-3.6,97.0,38.6,7.3,1610612765.0,Detroit Pistons,13.0,30.0,0.366,2011.0
7,18.7,4.2,5.3,10.0,Detroit Pistons,28.5,13.9,4.8,0.346,79.3,34.7,0.438,22.1,16.6,0.752,66.0,41.0,48.4,11.7,19.6,19.4,-4.8,90.9,40.3,7.0,1610612765.0,Detroit Pistons,15.7,25.0,0.379,2012.0
8,21.2,4.9,5.8,10.0,Detroit Pistons,30.0,17.6,6.3,0.356,81.0,36.3,0.449,22.8,15.9,0.699,82.0,53.0,48.3,12.1,19.8,19.9,-4.0,94.9,42.1,7.0,1610612765.0,Detroit Pistons,15.1,29.0,0.354,2013.0
8,20.9,4.8,4.9,10.0,Detroit Pistons,30.8,19.3,6.2,0.321,86.9,38.8,0.447,25.7,17.3,0.67,82.0,53.0,48.2,14.6,20.3,20.7,-3.7,101.0,45.4,8.4,1610612765.0,Detroit Pistons,14.5,29.0,0.354,2014.0
8,21.6,4.7,4.8,10.0,Detroit Pistons,32.1,24.9,8.6,0.344,85.8,37.1,0.432,22.4,15.8,0.703,82.0,50.0,48.4,12.8,19.0,19.3,-1.0,98.5,44.9,7.6,1610612765.0,Detroit Pistons,13.4,32.0,0.39,2015.0
8,19.4,3.7,4.5,10.0,Detroit Pistons,33.9,26.2,9.0,0.345,86.4,37.9,0.439,25.5,17.1,0.668,82.0,38.0,48.5,12.5,19.0,21.6,0.6,102.0,46.3,7.0,1610612765.0,Detroit Pistons,13.5,44.0,0.537,2016.0
8,22.2,4.4,4.8,10.0,Golden State Warriors,27.5,16.6,5.9,0.353,80.1,36.5,0.456,26.6,20.7,0.778,82.0,52.0,50.1,13.2,20.2,0.1,-4.7,99.6,40.8,7.5,1610612744.0,Golden State Warriors,17.2,30.0,0.366,1997.0
8,20.8,5.5,5.8,10.0,Golden State Warriors,30.2,8.5,2.3,0.272,83.9,34.7,0.413,23.3,16.6,0.71,82.0,63.0,48.4,15.7,22.7,0.1,-9.1,88.3,45.9,7.6,1610612744.0,Golden State Warriors,16.7,19.0,0.232,1998.0
8,20.7,4.4,6.1,10.0,Golden State Warriors,31.2,11.3,3.2,0.287,83.5,34.6,0.415,23.5,15.9,0.676,50.0,29.0,48.5,16.3,25.4,0.1,-2.5,88.3,47.5,8.3,1610612744.0,Golden State Warriors,15.4,21.0,0.42,1999.0
8,22.6,4.3,6.0,10.0,Golden State Warriors,29.7,13.0,4.2,0.323,87.1,36.5,0.42,26.2,18.3,0.697,82.0,63.0,48.2,15.9,24.9,2.0,-8.3,95.5,45.6,8.9,1610612744.0,Golden State Warriors,15.9,19.0,0.232,2000.0
8,21.8,5.0,6.0,10.0,Golden State Warriors,29.1,11.8,3.4,0.293,87.5,35.8,0.409,24.7,17.4,0.706,82.0,65.0,48.2,16.4,21.1,0.0,-9.0,92.5,45.5,9.0,1610612744.0,Golden State Warriors,15.9,17.0,0.207,2001.0
8,20.8,6.4,6.3,10.0,Golden State Warriors,30.4,12.1,3.9,0.322,85.2,36.6,0.429,28.6,20.6,0.722,82.0,61.0,48.2,16.3,23.0,0.2,-5.4,97.7,46.7,7.9,1610612744.0,Golden State Warriors,16.8,21.0,0.256,2002.0
7,20.9,6.2,6.0,10.0,Golden State Warriors,31.0,15.1,5.2,0.344,84.6,37.3,0.441,29.0,22.6,0.778,82.0,44.0,48.2,15.7,21.8,0.0,-1.1,102.4,46.7,7.2,1610612744.0,Golden State Warriors,15.8,38.0,0.463,2003.0
7,20.5,4.7,5.1,10.0,Golden State Warriors,30.9,15.6,5.2,0.334,79.4,35.1,0.442,24.7,17.9,0.725,82.0,45.0,48.4,12.2,20.6,0.0,-0.7,93.3,43.1,7.0,1610612744.0,Golden State Warriors,14.8,37.0,0.451,2004.0
8,22.1,5.1,5.1,10.0,Golden State Warriors,29.7,21.6,7.6,0.352,85.8,36.9,0.43,23.8,17.2,0.722,82.0,48.0,48.5,13.0,22.4,0.0,-2.2,98.7,42.7,7.8,1610612744.0,Golden State Warriors,13.6,34.0,0.415,2005.0
8,20.7,4.3,5.0,10.0,Golden State Warriors,30.3,22.3,7.6,0.341,82.7,35.8,0.433,26.7,19.2,0.718,82.0,48.0,48.4,12.0,23.7,23.4,-1.4,98.5,42.3,7.4,1610612744.0,Golden State Warriors,14.1,34.0,0.415,2006.0
8,23.8,5.7,4.9,10.0,Golden State Warriors,29.9,24.0,8.5,0.356,86.0,39.8,0.463,25.8,18.5,0.717,82.0,40.0,48.2,11.5,23.6,22.3,-0.3,106.5,41.4,9.1,1610612744.0,Golden State Warriors,16.0,42.0,0.512,2007.0
8,22.4,4.6,5.0,10.0,Golden State Warriors,30.4,26.6,9.3,0.348,90.3,41.5,0.459,24.9,18.8,0.752,82.0,34.0,48.2,12.7,22.9,21.2,2.2,111.0,43.2,9.1,1610612744.0,Golden State Warriors,13.2,48.0,0.585,2008.0
8,20.9,6.4,5.0,10.0,Golden State Warriors,30.4,18.0,6.7,0.373,86.0,39.4,0.458,29.2,23.1,0.791,82.0,53.0,48.5,11.6,22.5,23.5,-3.7,108.6,42.0,7.8,1610612744.0,Golden State Warriors,14.6,29.0,0.354,2009.0
8,22.4,4.1,5.0,10.0,Golden State Warriors,29.2,20.6,7.7,0.375,86.5,40.6,0.469,25.4,19.9,0.782,82.0,56.0,48.1,9.2,23.0,21.4,-3.6,108.8,38.4,9.3,1610612744.0,Golden State Warriors,14.7,26.0,0.317,2010.0
8,22.5,5.0,4.3,10.0,Golden State Warriors,28.9,21.3,8.4,0.392,85.9,39.6,0.461,20.7,15.7,0.761,82.0,46.0,48.4,11.6,22.0,18.4,-2.3,103.4,40.5,9.0,1610612744.0,Golden State Warriors,14.6,36.0,0.439,2011.0
8,22.3,5.5,5.0,10.0,Golden State Warriors,29.5,20.5,7.9,0.388,82.5,37.7,0.457,18.7,14.4,0.77,66.0,43.0,48.2,9.7,21.4,16.6,-3.4,97.8,39.2,8.0,1610612744.0,Golden State Warriors,13.9,23.0,0.348,2012.0
9,22.5,4.2,4.9,10.0,Golden State Warriors,34.2,19.9,8.0,0.403,83.4,38.2,0.458,21.3,16.8,0.79,82.0,35.0,48.3,10.8,21.4,19.2,0.9,101.2,45.0,6.9,1610612744.0,Golden State Warriors,15.1,47.0,0.573,2013.0
9,23.3,5.0,4.2,10.0,Golden State Warriors,34.4,24.8,9.4,0.38,85.4,39.5,0.462,21.1,15.9,0.753,82.0,31.0,48.4,10.9,21.8,19.3,4.8,104.3,45.3,7.8,1610612744.0,Golden State Warriors,15.2,51.0,0.622,2014.0
9,27.4,6.0,3.6,10.0,Golden State Warriors,34.3,27.0,10.8,0.398,87.0,41.6,0.478,20.8,16.0,0.768,82.0,15.0,48.1,10.4,19.9,18.8,10.1,110.0,44.7,9.3,1610612744.0,Golden State Warriors,14.5,67.0,0.817,2015.0
9,28.9,6.1,4.1,10.0,Golden State Warriors,36.2,31.6,13.1,0.416,87.3,42.5,0.487,21.8,16.7,0.763,82.0,9.0,48.5,10.0,20.7,19.8,10.8,114.9,46.2,8.4,1610612744.0,Golden State Warriors,15.2,73.0,0.89,2016.0
9,24.5,4.2,4.5,10.0,Houston Rockets,31.3,22.4,8.2,0.365,79.1,37.0,0.468,24.3,18.3,0.755,82.0,25.0,49.9,11.3,18.4,0.2,4.5,100.6,42.6,8.4,1610612745.0,Houston Rockets,16.6,57.0,0.695,1997.0
9,21.9,3.6,4.5,10.0,Houston Rockets,28.7,20.4,7.0,0.343,79.4,35.9,0.452,25.9,19.9,0.771,82.0,41.0,48.4,12.0,20.2,0.2,-0.8,98.8,40.7,8.4,1610612745.0,Houston Rockets,15.8,41.0,0.5,1998.0
9,21.2,5.2,4.9,10.0,Houston Rockets,30.8,18.3,6.7,0.368,76.0,35.1,0.462,23.7,17.3,0.729,50.0,19.0,48.3,10.7,19.2,0.1,2.3,94.2,41.5,7.7,1610612745.0,Houston Rockets,16.2,31.0,0.62,1999.0
9,21.6,5.3,5.3,10.0,Houston Rockets,31.5,19.8,7.1,0.358,81.3,36.6,0.45,26.2,19.2,0.733,82.0,48.0,48.4,12.3,20.3,1.8,-0.9,99.5,43.8,7.5,1610612745.0,Houston Rockets,17.4,34.0,0.415,2000.0
9,19.7,4.4,4.9,10.0,Houston Rockets,30.8,17.2,6.1,0.357,79.2,35.9,0.453,25.4,19.3,0.758,82.0,37.0,48.4,11.2,20.2,0.0,2.3,97.2,42.0,7.2,1610612745.0,Houston Rockets,14.7,45.0,0.549,2001.0
9,18.1,5.4,5.1,10.0,Houston Rockets,29.4,18.0,6.0,0.335,80.8,34.6,0.428,23.1,17.1,0.741,82.0,54.0,48.7,12.5,18.0,0.1,-4.9,92.3,41.9,6.5,1610612745.0,Houston Rockets,14.1,28.0,0.341,2002.0
8,18.4,6.0,4.6,10.0,Houston Rockets,31.3,15.5,5.4,0.346,78.8,34.6,0.44,24.9,19.1,0.768,82.0,39.0,48.6,12.5,19.5,0.1,1.5,93.8,43.8,7.2,1610612745.0,Houston Rockets,15.6,43.0,0.524,2003.0
8,19.3,5.4,4.4,10.0,Houston Rockets,32.3,17.1,6.3,0.366,75.5,33.4,0.442,21.6,16.7,0.773,82.0,37.0,48.6,10.3,21.5,0.0,1.7,89.8,42.6,6.8,1610612745.0,Houston Rockets,16.7,45.0,0.549,2004.0
9,21.1,4.6,4.1,10.0,Houston Rockets,31.7,18.5,6.7,0.364,78.3,34.7,0.443,24.2,18.9,0.781,82.0,31.0,48.4,10.7,22.0,0.0,4.0,95.1,42.4,6.9,1610612745.0,Houston Rockets,13.8,51.0,0.622,2005.0
9,19.3,3.9,4.5,10.0,Houston Rockets,31.3,17.2,5.7,0.332,76.2,33.0,0.433,24.1,18.3,0.759,82.0,48.0,48.4,10.4,22.7,20.9,-1.6,90.1,41.6,7.2,1610612745.0,Houston Rockets,14.5,34.0,0.415,2006.0
9,20.8,4.1,4.3,10.0,Houston Rockets,32.6,23.1,8.6,0.372,79.6,35.4,0.445,23.2,17.5,0.753,82.0,30.0,48.4,10.7,20.9,19.9,4.9,97.0,43.3,7.1,1610612745.0,Houston Rockets,14.2,52.0,0.634,2007.0
9,21.4,5.1,4.6,10.0,Houston Rockets,32.4,20.8,7.1,0.342,81.7,36.6,0.448,22.5,16.4,0.726,82.0,27.0,48.1,12.2,19.6,19.7,4.7,96.7,44.6,7.3,1610612745.0,Houston Rockets,13.7,55.0,0.671,2008.0
